278
1812730127,31.0830659,121.4856303
1802241289,31.0832360,121.4960144
1812536548,31.0963748,121.4880786
1802241105,31.0823352,121.4929715
1141239742,31.0451463,121.3764500
1810747539,31.0699981,121.5213671
1802312430,31.0540999,121.5081254
1802241312,31.0814618,121.4895899
1802241336,31.0822593,121.4926530
1802180583,31.0761439,121.5057471
1802241315,31.0713769,121.4912825
1812536599,31.0876653,121.4907724
1802241280,31.0805262,121.4860120
1810747679,31.0697441,121.5143460
885434167,31.0147258,121.4122781
599712404,31.1053960,121.4271534
1613391453,31.0682019,121.5218864
1802312331,31.0540388,121.5066564
1802241095,31.0788015,121.5009724
1141256003,31.0839865,121.3889980
2052779660,31.0645982,121.3621997
1141239823,31.0744655,121.3640374
1802241125,31.0859246,121.4984916
1141239776,31.0453022,121.3764162
1802241151,31.0826539,121.4857705
1802241126,31.0851177,121.4953596
994968186,31.1184852,121.4943058
1812542857,31.1062369,121.4914326
1812536253,31.0850017,121.4808379
1141240081,31.0651517,121.3815103
1802241187,31.0805442,121.4939616
1802241142,31.0863630,121.4984723
1802241112,31.0863316,121.4983520
1141239937,31.0788960,121.4205237
1812542867,31.1037781,121.4818352
2026551340,31.0607645,121.3504588
1613391471,31.0802109,121.5182824
1812536644,31.0962878,121.4877899
824065448,31.0402107,121.4514855
1802241223,31.0806514,121.4864615
1812558965,31.1061492,121.4914628
966025390,31.0912118,121.5029865
1813020219,31.0859134,121.5074544
1802213907,31.0806257,121.4859662
1802241201,31.0823585,121.4926185
1802241180,31.0840374,121.4991445
1802241293,31.0825388,121.4853113
1802241164,31.0734488,121.4923786
994968185,31.1184522,121.4941624
2024855985,31.0768212,121.3701707
1802306799,31.0767609,121.5052116
1141256018,31.0698287,121.3791795
1802217878,31.0772877,121.4950617
1812583049,31.1011256,121.4827563
1802180443,31.0766363,121.5052417
1802241111,31.0859616,121.4986126
1812583083,31.1036367,121.4924767
1141239779,31.0530970,121.4031504
1068713024,31.0074332,121.4187370
1141240008,31.0650326,121.4420393
1812730233,31.0829441,121.4851688
956655413,31.0294677,121.3580958
1802241171,31.0734700,121.4994141
1634774755,31.0855355,121.3666791
1802180577,31.0774278,121.5051113
1802241296,31.0763275,121.4913743
859841070,31.1007791,121.3799742
822483270,31.0283023,121.4559869
1068692637,31.0162396,121.4171776
1068419616,31.0871717,121.3726315
2026551329,31.0606446,121.3505222
2044755320,31.0467852,121.3832328
2028182142,31.0694404,121.3504990
1812559036,31.1044819,121.4849558
1812542866,31.1062660,121.4915618
1802241353,31.0842393,121.4919660
1744507014,31.0203913,121.3871785
1802241167,31.0824365,121.4929349
1141240029,31.0666721,121.4569336
1802241332,31.0733432,121.4924076
1141239872,31.0530611,121.4030745
2026551483,31.0664962,121.3678087
1141255999,31.0788385,121.3756206
1613391500,31.0567341,121.5250443
1812730012,31.0860537,121.4846890
1802241337,31.0718053,121.4929435
1802241212,31.0831230,121.4960538
849563062,31.0399602,121.3938047
1135676888,31.0277843,121.4126703
1813362704,31.1116026,121.4827847
1141239746,31.0947261,121.4308456
599711780,31.1083971,121.4495853
599712406,31.1052959,121.4268037
1067301361,31.1113641,121.3742172
1744507020,31.0262647,121.4077451
459816512,31.1105516,121.4038940
1802241261,31.0803296,121.4929205
1812536653,31.0877550,121.4910804
2052779675,31.0726584,121.3594994
1812542862,31.1036735,121.4818715
1802213800,31.0722138,121.4875610
1802221795,31.1142077,121.4818496
1802241166,31.0757276,121.4890293
1439717850,31.0182200,121.4231677
2044755300,31.0366707,121.3884540
1802241320,31.0793374,121.4903358
1812542859,31.1046552,121.4851922
1811240385,31.0657718,121.5251605
1812536316,31.0954956,121.4847079
599711819,31.1084439,121.4496958
1439717531,31.0113658,121.4266310
1802241268,31.0799198,121.4930674
1802312038,31.0543580,121.5079114
895492256,30.9784463,121.5122447
1812536311,31.0979774,121.4943045
1067360470,31.0458115,121.4053497
1141240050,31.0486221,121.3898189
1812583050,31.1019981,121.4861136
824063640,31.0441952,121.4636264
2044755325,31.0469030,121.3832645
1141239835,31.0697835,121.3964026
1802241314,31.0742295,121.4954134
1802241123,31.0789407,121.4863089
1141240146,31.0628766,121.4280510
2026551487,31.0665840,121.3677683
2044755324,31.0468839,121.3831828
1812536648,31.0980034,121.4944378
1812583033,31.1027950,121.4892159
1810747680,31.0696076,121.5120445
1141240179,31.0348359,121.3811511
1802241208,31.0725941,121.4960224
1141240032,31.0789625,121.3757469
1802241241,31.0847476,121.4921149
1802241232,31.1106512,121.4794480
1812583075,31.1019348,121.4858419
956655402,31.0407689,121.3577589
599711978,31.1083768,121.4496799
1802213864,31.0720916,121.4875856
1812542882,31.1079549,121.4980689
1802241352,31.0811242,121.4967499
1812583055,31.1036090,121.4923418
1141255986,31.0839605,121.3889263
966025361,31.0878892,121.5155783
1802315390,31.0912138,121.5028419
2028182140,31.0688118,121.3487642
1812542851,31.1079237,121.4979383
1668285578,31.0193068,121.4264511
1109214320,30.9783741,121.5122626
2024855982,31.0767538,121.3701977
1812558946,31.1077948,121.4979855
2052779661,31.0646810,121.3621458
1812559034,31.1078288,121.4981147
1802217883,31.0743231,121.4957755
1802241107,31.0843162,121.4922671
2028182129,31.0682106,121.3471052
1802241310,31.0759221,121.5019805
1802241108,31.0818068,121.4999190
1812558985,31.1061813,121.4915915
1141240142,31.0698083,121.3964913
1810747643,31.0667698,121.5122750
2052779630,31.0597418,121.3644084
1802241309,31.0814137,121.5001987
1068709675,31.0074536,121.4187847
1448514605,31.0278641,121.4126376
1802241345,31.0815671,121.4895527
1802241240,31.0834536,121.4888918
459816511,31.1104481,121.4039418
1141255984,31.0698673,121.3793330
1802312313,31.0543674,121.5081095
1802312475,31.0543310,121.5073804
1141239924,31.0789049,121.3755970
1068692633,31.0074169,121.4186988
906488134,31.0957200,121.3678721
1068713018,31.0023224,121.3938993
1141256014,31.0745568,121.3938774
1448661647,31.0514727,121.4616467
1802241096,31.0791357,121.4872606
824063577,31.0403242,121.4514476
823976161,31.1002406,121.4089755
1812776623,31.0863125,121.5093710
1802180412,31.0852653,121.5038770
1802241133,31.0807253,121.4968871
1802241244,31.0797530,121.4901917
859797785,31.1114975,121.3741743
1812542880,31.1045836,121.4849209
1141255971,31.0788963,121.3757705
1802241324,31.0750049,121.4988668
1802241263,31.0818358,121.5000594
966025374,31.0941322,121.5137463
1141239929,31.0484056,121.3899180
1810747640,31.0698026,121.5161398
1990763277,31.0918525,121.3848157
1802300408,31.0771882,121.4946824
1802241177,31.0807739,121.4864153
1812542818,31.1054388,121.4882987
2044755298,31.0366358,121.3883802
1668342014,31.0247410,121.4022964
1802241302,31.0787200,121.4874760
1812536503,31.0971670,121.4911841
1690483655,31.0570115,121.5249593
859841077,31.1008397,121.3800887
